run_id,run_kind,negative_control_type,template,true_ipv_rad,true_ipv_source,counterpart_ipv_rad,intensity,seed_index,seed,n_steps,solver_mode,history_window,min_observation,persistent_k,frame_rows,run_status,reason_code,persistent_onset_step,persistent_concentration_any,run_estimate_ipv_log,signed_error_rad,abs_error_rad,zero_abs_error_rad,half_grid_success,one_grid_success,zero_half_grid_success,zero_one_grid_success,collision_any,opportunity_any,accepted_frame_count
interactive|clear_priority_crossing|t4|c0|weak|s0,interactive,,clear_priority_crossing,0.7853981633974483,on_grid,-0.7853981633974483,weak,0,2026082800,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.20873654929358673,-0.5766616141038615,0.5766616141038615,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t4|c0|weak|s1,interactive,,clear_priority_crossing,0.7853981633974483,on_grid,-0.7853981633974483,weak,1,2026082801,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,-0.016474055022519675,-0.8018722184199679,0.8018722184199679,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t4|c0|weak|s2,interactive,,clear_priority_crossing,0.7853981633974483,on_grid,-0.7853981633974483,weak,2,2026082802,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.005693727659033904,-0.7797044357384144,0.7797044357384144,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t4|c0|strong|s0,interactive,,clear_priority_crossing,0.7853981633974483,on_grid,-0.7853981633974483,strong,0,2026082810,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.5913727336838613,-0.19402542971358694,0.19402542971358694,0.7853981633974483,True,True,False,False,False,True,12.0
interactive|clear_priority_crossing|t4|c0|strong|s1,interactive,,clear_priority_crossing,0.7853981633974483,on_grid,-0.7853981633974483,strong,1,2026082811,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.5871219982238175,-0.19827616517363078,0.19827616517363078,0.7853981633974483,False,True,False,False,False,True,12.0
interactive|clear_priority_crossing|t4|c0|strong|s2,interactive,,clear_priority_crossing,0.7853981633974483,on_grid,-0.7853981633974483,strong,2,2026082812,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.4013587630174906,-0.38403940037995765,0.38403940037995765,0.7853981633974483,False,True,False,False,False,True,12.0
interactive|clear_priority_crossing|t4|c1|weak|s0,interactive,,clear_priority_crossing,0.7853981633974483,on_grid,0.7853981633974483,weak,0,2026082820,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,-0.006690191064461366,-0.7920883544619096,0.7920883544619096,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t4|c1|weak|s1,interactive,,clear_priority_crossing,0.7853981633974483,on_grid,0.7853981633974483,weak,1,2026082821,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.02583801541736798,-0.7595601479800803,0.7595601479800803,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t4|c1|weak|s2,interactive,,clear_priority_crossing,0.7853981633974483,on_grid,0.7853981633974483,weak,2,2026082822,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,-0.001801025353379592,-0.7871991887508278,0.7871991887508278,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t4|c1|strong|s0,interactive,,clear_priority_crossing,0.7853981633974483,on_grid,0.7853981633974483,strong,0,2026082830,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.203639098623551,-0.5817590647738973,0.5817590647738973,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t4|c1|strong|s1,interactive,,clear_priority_crossing,0.7853981633974483,on_grid,0.7853981633974483,strong,1,2026082831,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.2828435847632044,-0.5025545786342438,0.5025545786342438,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|clear_priority_crossing|t4|c1|strong|s2,interactive,,clear_priority_crossing,0.7853981633974483,on_grid,0.7853981633974483,strong,2,2026082832,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.06351399056056527,-0.721884172836883,0.721884172836883,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|ambiguous_priority_crossing|t0|c0|weak|s0,interactive,,ambiguous_priority_crossing,-0.7853981633974483,on_grid,-0.7853981633974483,weak,0,2026082900,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.6642714097103438,1.449669573107792,1.449669573107792,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|ambiguous_priority_crossing|t0|c0|weak|s1,interactive,,ambiguous_priority_crossing,-0.7853981633974483,on_grid,-0.7853981633974483,weak,1,2026082901,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.759958491278054,1.5453566546755022,1.5453566546755022,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|ambiguous_priority_crossing|t0|c0|weak|s2,interactive,,ambiguous_priority_crossing,-0.7853981633974483,on_grid,-0.7853981633974483,weak,2,2026082902,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.7013777525336995,1.4867759159311478,1.4867759159311478,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|ambiguous_priority_crossing|t0|c0|strong|s0,interactive,,ambiguous_priority_crossing,-0.7853981633974483,on_grid,-0.7853981633974483,strong,0,2026082910,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.8165211384798081,1.6019193018772564,1.6019193018772564,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|ambiguous_priority_crossing|t0|c0|strong|s1,interactive,,ambiguous_priority_crossing,-0.7853981633974483,on_grid,-0.7853981633974483,strong,1,2026082911,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.783864507235043,1.5692626706324913,1.5692626706324913,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|ambiguous_priority_crossing|t0|c0|strong|s2,interactive,,ambiguous_priority_crossing,-0.7853981633974483,on_grid,-0.7853981633974483,strong,2,2026082912,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.6004436466853393,1.3858418100827876,1.3858418100827876,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|ambiguous_priority_crossing|t0|c1|weak|s0,interactive,,ambiguous_priority_crossing,-0.7853981633974483,on_grid,0.7853981633974483,weak,0,2026082920,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.7809039349583862,1.5663020983558344,1.5663020983558344,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|ambiguous_priority_crossing|t0|c1|weak|s1,interactive,,ambiguous_priority_crossing,-0.7853981633974483,on_grid,0.7853981633974483,weak,1,2026082921,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.6780675998017094,1.4634657631991577,1.4634657631991577,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|ambiguous_priority_crossing|t0|c1|weak|s2,interactive,,ambiguous_priority_crossing,-0.7853981633974483,on_grid,0.7853981633974483,weak,2,2026082922,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,0.7133778335060404,1.4987759969034888,1.4987759969034888,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|ambiguous_priority_crossing|t0|c1|strong|s0,interactive,,ambiguous_priority_crossing,-0.7853981633974483,on_grid,0.7853981633974483,strong,0,2026082930,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,-0.003200321013563569,0.7821978423838847,0.7821978423838847,0.7853981633974483,False,False,False,False,False,True,12.0
interactive|ambiguous_priority_crossing|t0|c1|strong|s1,interactive,,ambiguous_priority_crossing,-0.7853981633974483,on_grid,0.7853981633974483,strong,1,2026082931,16,exact,10,4,3,12,RECOVERED_READING,OK,4.0,True,-0.0010252928599160944,0.7843728705375321,0.7843728705375321,0.7853981633974483,False,False,False,False,False,True,12.0
