trial_id,segment_id,subject_id,seat,q1_rev,q2_yield_bipolar,q3,q4,q5_cost_cp,q5b,session_id,order_index,status,subject_ego_id,subject_cp_id,included_in_reference_analysis,scenario_id,class,flagged,side,arm,alt27,exceed_peak_rad,inside_margin_min_rad,flag_frac,boundary_margin_rad,pair_id,session_order,block_id
P14B_T14,S756,H0047,cp,2,3,5,6,2,6,P14B,14,completed,H0048,H0047,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P14,B,B3
P14B_T15,S454,H0048,ego,2,-3,5,4,,,P14B,15,completed,H0048,H0047,1,B1,A,1,A,av,0,0.236934,,0.03141361257,0.236934,P14,B,B3
P14B_T15,S454,H0047,cp,4,-1,3,4,3,6,P14B,15,completed,H0048,H0047,1,B1,A,1,A,av,0,0.236934,,0.03141361257,0.236934,P14,B,B3
P14B_T16,S447,H0048,ego,3,1,6,5,,,P14B,16,completed,H0048,H0047,1,C4,C,1,C,human,0,0.33976,,0.03141361257,0.33976,P14,B,B3
P14B_T16,S447,H0047,cp,5,1,6,6,4,6,P14B,16,completed,H0048,H0047,1,C4,C,1,C,human,0,0.33976,,0.03141361257,0.33976,P14,B,B3
P14B_T17,S844,H0048,ego,4,1,5,6,,,P14B,17,completed,H0048,H0047,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P14,B,B3
P14B_T17,S844,H0047,cp,4,2,5,5,1,5,P14B,17,completed,H0048,H0047,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P14,B,B3
P15A_T03,S768,H0049,ego,4,1,3,5,,,P15A,3,completed,H0049,H0050,1,C3,C,1,C,av,0,0.209844,,0.03664921466,0.209844,P15,A,B2
P15A_T03,S768,H0050,cp,5,0,5,4,3,6,P15A,3,completed,H0049,H0050,1,C3,C,1,C,av,0,0.209844,,0.03664921466,0.209844,P15,A,B2
P15A_T04,S828,H0049,ego,5,0,5,4,,,P15A,4,completed,H0049,H0050,1,A5,A,1,A,av,0,0.290967,,0.03141361257,0.290967,P15,A,B2
P15A_T04,S828,H0050,cp,5,0,3,5,5,6,P15A,4,completed,H0049,H0050,1,A5,A,1,A,av,0,0.290967,,0.03141361257,0.290967,P15,A,B2
P15A_T05,S348,H0049,ego,2,1,4,5,,,P15A,5,completed,H0049,H0050,1,A6,W,0,none,av,1,,0.520001,0,0.520001,P15,A,B2
P15A_T05,S348,H0050,cp,4,-1,5,5,2,5,P15A,5,completed,H0049,H0050,1,A6,W,0,none,av,1,,0.520001,0,0.520001,P15,A,B2
P15A_T06,S389,H0049,ego,2,-1,6,4,,,P15A,6,completed,H0049,H0050,1,C3,C,1,C,human,0,0.327164,,0.04188481675,0.327164,P15,A,B2
P15A_T06,S389,H0050,cp,3,-2,5,4,3,5,P15A,6,completed,H0049,H0050,1,C3,C,1,C,human,0,0.327164,,0.04188481675,0.327164,P15,A,B2
P15A_T07,S489,H0049,ego,5,0,4,5,,,P15A,7,completed,H0049,H0050,1,A6,A,1,A,human,0,0.278537,,0.03141361257,0.278537,P15,A,B2
P15A_T07,S489,H0050,cp,3,-2,4,4,4,5,P15A,7,completed,H0049,H0050,1,A6,A,1,A,human,0,0.278537,,0.03141361257,0.278537,P15,A,B2
P15A_T08,S230,H0049,ego,2,0,7,6,,,P15A,8,completed,H0049,H0050,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P15,A,B2
P15A_T08,S230,H0050,cp,2,2,4,5,2,5,P15A,8,completed,H0049,H0050,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P15,A,B2
P15A_T09,S338,H0049,ego,3,-1,5,5,,,P15A,9,completed,H0049,H0050,1,C2,C,1,C,av,0,0.29345,,0.03664921466,0.29345,P15,A,B2
P15A_T09,S338,H0050,cp,3,0,6,4,1,5,P15A,9,completed,H0049,H0050,1,C2,C,1,C,av,0,0.29345,,0.03664921466,0.29345,P15,A,B2
P15A_T10,S265,H0049,ego,3,0,5,5,,,P15A,10,completed,H0049,H0050,1,C1,C,1,C,human,0,0.227694,,0.02617801047,0.227694,P15,A,B2
P15A_T10,S265,H0050,cp,2,1,5,4,3,6,P15A,10,completed,H0049,H0050,1,C1,C,1,C,human,0,0.227694,,0.02617801047,0.227694,P15,A,B2
P15A_T11,S378,H0049,ego,3,1,5,5,,,P15A,11,completed,H0049,H0050,1,A7,W,0,none,av,0,,0.520001,0,0.520001,P15,A,B2
P15A_T11,S378,H0050,cp,3,1,4,6,2,5,P15A,11,completed,H0049,H0050,1,A7,W,0,none,av,0,,0.520001,0,0.520001,P15,A,B2
P15A_T12,S413,H0049,ego,3,2,5,4,,,P15A,12,completed,H0049,H0050,1,C2,C,1,C,human,0,0.300274,,0.03141361257,0.300274,P15,A,B2
P15A_T12,S413,H0050,cp,3,1,4,6,4,6,P15A,12,completed,H0049,H0050,1,C2,C,1,C,human,0,0.300274,,0.03141361257,0.300274,P15,A,B2
P15A_T13,S221,H0049,ego,3,2,4,6,,,P15A,13,completed,H0049,H0050,1,C1,C,1,C,av,0,0.263301,,0.03664921466,0.263301,P15,A,B2
P15A_T13,S221,H0050,cp,1,1,5,6,3,5,P15A,13,completed,H0049,H0050,1,C1,C,1,C,av,0,0.263301,,0.03664921466,0.263301,P15,A,B2
P15A_T14,S291,H0049,ego,1,0,6,4,,,P15A,14,completed,H0049,H0050,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P15,A,B2
P15A_T14,S291,H0050,cp,1,1,5,5,2,6,P15A,14,completed,H0049,H0050,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P15,A,B2
P15A_T15,S511,H0049,ego,2,-1,4,6,,,P15A,15,completed,H0049,H0050,1,A6,A,1,A,av,0,0.279937,,0.03141361257,0.279937,P15,A,B2
P15A_T15,S511,H0050,cp,3,0,5,5,5,5,P15A,15,completed,H0049,H0050,1,A6,A,1,A,av,0,0.279937,,0.03141361257,0.279937,P15,A,B2
P15A_T16,S564,H0049,ego,4,-2,5,5,,,P15A,16,completed,H0049,H0050,1,A5,A,1,A,human,0,0.289512,,0.03141361257,0.289512,P15,A,B2
P15A_T16,S564,H0050,cp,4,0,4,4,4,6,P15A,16,completed,H0049,H0050,1,A5,A,1,A,human,0,0.289512,,0.03141361257,0.289512,P15,A,B2
P15A_T17,S486,H0049,ego,3,-2,6,5,,,P15A,17,completed,H0049,H0050,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P15,A,B2
P15A_T17,S486,H0050,cp,3,-3,6,5,1,5,P15A,17,completed,H0049,H0050,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P15,A,B2
P15B_T03,S938,H0050,ego,2,1,5,5,,,P15B,3,completed,H0050,H0049,1,A4,C,1,C,human,0,0.288205,,0.02617801047,0.288205,P15,B,B4
P15B_T03,S938,H0049,cp,3,1,6,5,5,6,P15B,3,completed,H0050,H0049,1,A4,C,1,C,human,0,0.288205,,0.02617801047,0.288205,P15,B,B4
P15B_T04,S102,H0050,ego,2,1,5,4,,,P15B,4,completed,H0050,H0049,1,B3,A,1,A,human,0,0.24057,,0.04188481675,0.24057,P15,B,B4
P15B_T04,S102,H0049,cp,2,-1,6,4,4,5,P15B,4,completed,H0050,H0049,1,B3,A,1,A,human,0,0.24057,,0.04188481675,0.24057,P15,B,B4
P15B_T05,S784,H0050,ego,4,1,5,6,,,P15B,5,completed,H0050,H0049,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P15,B,B4
P15B_T05,S784,H0049,cp,3,0,5,5,2,6,P15B,5,completed,H0050,H0049,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P15,B,B4
P15B_T06,S163,H0050,ego,1,-1,4,5,,,P15B,6,completed,H0050,H0049,1,B2,A,1,A,av,0,0.200431,,0.03141361257,0.200431,P15,B,B4
P15B_T06,S163,H0049,cp,1,0,4,5,4,5,P15B,6,completed,H0050,H0049,1,B2,A,1,A,av,0,0.200431,,0.03141361257,0.200431,P15,B,B4
P15B_T07,S613,H0050,ego,3,-1,5,6,,,P15B,7,completed,H0050,H0049,1,A4,C,1,C,av,0,0.181298,,0.04188481675,0.181298,P15,B,B4
P15B_T07,S613,H0049,cp,3,0,4,4,4,5,P15B,7,completed,H0050,H0049,1,A4,C,1,C,av,0,0.181298,,0.04188481675,0.181298,P15,B,B4
P15B_T08,S481,H0050,ego,1,1,4,6,,,P15B,8,completed,H0050,H0049,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P15,B,B4
P15B_T08,S481,H0049,cp,1,1,6,6,2,5,P15B,8,completed,H0050,H0049,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P15,B,B4
P15B_T09,S888,H0050,ego,4,1,4,4,,,P15B,9,completed,H0050,H0049,1,A5,C,1,C,human,0,0.203588,,0.04188481675,0.203588,P15,B,B4
P15B_T09,S888,H0049,cp,4,0,5,5,3,5,P15B,9,completed,H0050,H0049,1,A5,C,1,C,human,0,0.203588,,0.04188481675,0.203588,P15,B,B4
P15B_T10,S128,H0050,ego,2,2,4,5,,,P15B,10,completed,H0050,H0049,1,A3,C,1,C,human,0,0.192091,,0.03664921466,0.192091,P15,B,B4
P15B_T10,S128,H0049,cp,2,-1,4,5,3,5,P15B,10,completed,H0050,H0049,1,A3,C,1,C,human,0,0.192091,,0.03664921466,0.192091,P15,B,B4
P15B_T11,S250,H0050,ego,2,2,6,6,,,P15B,11,completed,H0050,H0049,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P15,B,B4
P15B_T11,S250,H0049,cp,5,0,5,5,2,6,P15B,11,completed,H0050,H0049,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P15,B,B4
P15B_T12,S370,H0050,ego,1,-1,5,5,,,P15B,12,completed,H0050,H0049,1,B2,A,1,A,human,0,0.199428,,0.03141361257,0.199428,P15,B,B4
P15B_T12,S370,H0049,cp,2,1,3,4,5,6,P15B,12,completed,H0050,H0049,1,B2,A,1,A,human,0,0.199428,,0.03141361257,0.199428,P15,B,B4
P15B_T13,S473,H0050,ego,2,-1,4,5,,,P15B,13,completed,H0050,H0049,1,B3,A,1,A,av,0,0.241779,,0.04188481675,0.241779,P15,B,B4
P15B_T13,S473,H0049,cp,2,0,4,4,3,6,P15B,13,completed,H0050,H0049,1,B3,A,1,A,av,0,0.241779,,0.04188481675,0.241779,P15,B,B4
P15B_T14,S766,H0050,ego,2,1,4,4,,,P15B,14,completed,H0050,H0049,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P15,B,B4
P15B_T14,S766,H0049,cp,3,0,5,5,2,6,P15B,14,completed,H0050,H0049,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P15,B,B4
P15B_T15,S502,H0050,ego,4,1,5,4,,,P15B,15,completed,H0050,H0049,1,A5,C,1,C,av,0,0.248194,,0.03141361257,0.248194,P15,B,B4
P15B_T15,S502,H0049,cp,4,0,5,5,4,6,P15B,15,completed,H0050,H0049,1,A5,C,1,C,av,0,0.248194,,0.03141361257,0.248194,P15,B,B4
P15B_T16,S857,H0050,ego,3,1,4,5,,,P15B,16,completed,H0050,H0049,1,A3,C,1,C,av,0,0.197803,,0.03664921466,0.197803,P15,B,B4
P15B_T16,S857,H0049,cp,2,0,3,5,3,5,P15B,16,completed,H0050,H0049,1,A3,C,1,C,av,0,0.197803,,0.03664921466,0.197803,P15,B,B4
P15B_T17,S692,H0050,ego,2,0,4,5,,,P15B,17,completed,H0050,H0049,1,A2,W,0,none,human,0,,0.520001,0,0.520001,P15,B,B4
P15B_T17,S692,H0049,cp,2,0,5,6,2,6,P15B,17,completed,H0050,H0049,1,A2,W,0,none,human,0,,0.520001,0,0.520001,P15,B,B4
P16A_T03,S775,H0051,ego,2,2,4,4,,,P16A,3,completed,H0051,H0052,1,A7,A,1,A,human,0,0.246399,,0.03141361257,0.246399,P16,A,B3
P16A_T03,S775,H0052,cp,4,1,5,4,5,6,P16A,3,completed,H0051,H0052,1,A7,A,1,A,human,0,0.246399,,0.03141361257,0.246399,P16,A,B3
P16A_T04,S848,H0051,ego,3,-3,4,4,,,P16A,4,completed,H0051,H0052,1,A1,C,1,C,human,0,0.303291,,0.03664921466,0.303291,P16,A,B3
P16A_T04,S848,H0052,cp,5,0,5,5,3,6,P16A,4,completed,H0051,H0052,1,A1,C,1,C,human,0,0.303291,,0.03664921466,0.303291,P16,A,B3
P16A_T05,S281,H0051,ego,3,-2,6,6,,,P16A,5,completed,H0051,H0052,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P16,A,B3
P16A_T05,S281,H0052,cp,6,-1,4,6,2,6,P16A,5,completed,H0051,H0052,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P16,A,B3
P16A_T06,S454,H0051,ego,4,-2,5,4,,,P16A,6,completed,H0051,H0052,1,B1,A,1,A,av,0,0.236934,,0.03141361257,0.236934,P16,A,B3
P16A_T06,S454,H0052,cp,3,-2,4,4,5,6,P16A,6,completed,H0051,H0052,1,B1,A,1,A,av,0,0.236934,,0.03141361257,0.236934,P16,A,B3
P16A_T07,S494,H0051,ego,3,-1,4,5,,,P16A,7,completed,H0051,H0052,1,C4,C,1,C,av,0,0.202911,,0.04188481675,0.202911,P16,A,B3
P16A_T07,S494,H0052,cp,4,1,4,5,2,5,P16A,7,completed,H0051,H0052,1,C4,C,1,C,av,0,0.202911,,0.04188481675,0.202911,P16,A,B3
P16A_T08,S830,H0051,ego,2,-3,5,5,,,P16A,8,completed,H0051,H0052,1,B3,W,0,none,av,0,,0.520001,0,0.520001,P16,A,B3
P16A_T08,S830,H0052,cp,5,0,5,6,2,5,P16A,8,completed,H0051,H0052,1,B3,W,0,none,av,0,,0.520001,0,0.520001,P16,A,B3
P16A_T09,S725,H0051,ego,2,-1,4,5,,,P16A,9,completed,H0051,H0052,1,A1,C,1,C,av,0,0.163828,,0.02617801047,0.163828,P16,A,B3
P16A_T09,S725,H0052,cp,2,1,5,5,2,6,P16A,9,completed,H0051,H0052,1,A1,C,1,C,av,0,0.163828,,0.02617801047,0.163828,P16,A,B3
P16A_T10,S447,H0051,ego,3,0,5,5,,,P16A,10,completed,H0051,H0052,1,C4,C,1,C,human,0,0.33976,,0.03141361257,0.33976,P16,A,B3
P16A_T10,S447,H0052,cp,4,2,6,4,3,5,P16A,10,completed,H0051,H0052,1,C4,C,1,C,human,0,0.33976,,0.03141361257,0.33976,P16,A,B3
P16A_T11,S844,H0051,ego,1,1,4,6,,,P16A,11,completed,H0051,H0052,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P16,A,B3
P16A_T11,S844,H0052,cp,2,0,6,5,1,6,P16A,11,completed,H0051,H0052,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P16,A,B3
P16A_T12,S316,H0051,ego,2,-1,6,5,,,P16A,12,completed,H0051,H0052,1,B1,A,1,A,human,0,0.23575,,0.03141361257,0.23575,P16,A,B3
P16A_T12,S316,H0052,cp,4,-1,4,5,4,6,P16A,12,completed,H0051,H0052,1,B1,A,1,A,human,0,0.23575,,0.03141361257,0.23575,P16,A,B3
P16A_T13,S803,H0051,ego,3,1,5,6,,,P16A,13,completed,H0051,H0052,1,A2,C,1,C,av,0,0.30581,,0.02617801047,0.30581,P16,A,B3
P16A_T13,S803,H0052,cp,3,0,4,5,3,6,P16A,13,completed,H0051,H0052,1,A2,C,1,C,av,0,0.30581,,0.02617801047,0.30581,P16,A,B3
P16A_T14,S756,H0051,ego,1,2,5,6,,,P16A,14,completed,H0051,H0052,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P16,A,B3
P16A_T14,S756,H0052,cp,1,2,5,5,3,6,P16A,14,completed,H0051,H0052,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P16,A,B3
P16A_T15,S751,H0051,ego,4,3,5,5,,,P16A,15,completed,H0051,H0052,1,A2,C,1,C,human,0,0.332559,,0.02617801047,0.332559,P16,A,B3
P16A_T15,S751,H0052,cp,5,2,4,4,3,6,P16A,15,completed,H0051,H0052,1,A2,C,1,C,human,0,0.332559,,0.02617801047,0.332559,P16,A,B3
P16A_T16,S506,H0051,ego,1,2,4,5,,,P16A,16,completed,H0051,H0052,1,A7,A,1,A,av,0,0.247637,,0.03141361257,0.247637,P16,A,B3
P16A_T16,S506,H0052,cp,3,1,5,4,5,6,P16A,16,completed,H0051,H0052,1,A7,A,1,A,av,0,0.247637,,0.03141361257,0.247637,P16,A,B3
P16A_T17,S975,H0051,ego,2,-2,4,6,,,P16A,17,completed,H0051,H0052,1,C1,W,0,none,human,0,,0.520001,0,0.520001,P16,A,B3
P16A_T17,S975,H0052,cp,5,-2,6,6,3,5,P16A,17,completed,H0051,H0052,1,C1,W,0,none,human,0,,0.520001,0,0.520001,P16,A,B3
P16B_T03,S172,H0052,ego,4,1,4,5,,,P16B,3,completed,H0052,H0051,1,B4,A,1,A,human,0,0.219621,,0.03664921466,0.219621,P16,B,B5
P16B_T03,S172,H0051,cp,1,-2,5,4,5,7,P16B,3,completed,H0052,H0051,1,B4,A,1,A,human,0,0.219621,,0.03664921466,0.219621,P16,B,B5
P16B_T04,S706,H0052,ego,4,0,5,4,,,P16B,4,completed,H0052,H0051,1,C1,A,1,A,human,0,0.189929,,0.03664921466,0.189929,P16,B,B5
P16B_T04,S706,H0051,cp,3,-2,5,4,4,5,P16B,4,completed,H0052,H0051,1,C1,A,1,A,human,0,0.189929,,0.03664921466,0.189929,P16,B,B5
P16B_T05,S823,H0052,ego,3,-3,6,7,,,P16B,5,completed,H0052,H0051,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P16,B,B5
P16B_T05,S823,H0051,cp,2,-1,5,5,2,5,P16B,5,completed,H0052,H0051,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P16,B,B5
P16B_T06,S339,H0052,ego,3,1,5,4,,,P16B,6,completed,H0052,H0051,1,A7,C,1,C,human,0,0.231365,,0.02617801047,0.231365,P16,B,B5
P16B_T06,S339,H0051,cp,2,0,5,5,4,5,P16B,6,completed,H0052,H0051,1,A7,C,1,C,human,0,0.231365,,0.02617801047,0.231365,P16,B,B5
P16B_T07,S824,H0052,ego,2,1,3,6,,,P16B,7,completed,H0052,H0051,1,B1,C,1,C,av,0,0.335833,,0.03664921466,0.335833,P16,B,B5
P16B_T07,S824,H0051,cp,2,1,4,6,3,6,P16B,7,completed,H0052,H0051,1,B1,C,1,C,av,0,0.335833,,0.03664921466,0.335833,P16,B,B5
P16B_T08,S123,H0052,ego,3,0,4,6,,,P16B,8,completed,H0052,H0051,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P16,B,B5
P16B_T08,S123,H0051,cp,1,2,5,6,2,6,P16B,8,completed,H0052,H0051,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P16,B,B5
P16B_T09,S852,H0052,ego,4,0,5,5,,,P16B,9,completed,H0052,H0051,1,A6,C,1,C,av,0,0.18841,,0.02617801047,0.18841,P16,B,B5
P16B_T09,S852,H0051,cp,4,0,5,5,2,5,P16B,9,completed,H0052,H0051,1,A6,C,1,C,av,0,0.18841,,0.02617801047,0.18841,P16,B,B5
P16B_T10,S311,H0052,ego,3,2,4,6,,,P16B,10,completed,H0052,H0051,1,A7,C,1,C,av,0,0.222657,,0.04188481675,0.222657,P16,B,B5
P16B_T10,S311,H0051,cp,4,1,5,6,3,6,P16B,10,completed,H0052,H0051,1,A7,C,1,C,av,0,0.222657,,0.04188481675,0.222657,P16,B,B5
P16B_T11,S912,H0052,ego,4,-1,6,5,,,P16B,11,completed,H0052,H0051,1,A6,W,0,none,av,0,,0.520001,0,0.520001,P16,B,B5
P16B_T11,S912,H0051,cp,3,0,5,6,3,6,P16B,11,completed,H0052,H0051,1,A6,W,0,none,av,0,,0.520001,0,0.520001,P16,B,B5
P16B_T12,S141,H0052,ego,2,-1,5,4,,,P16B,12,completed,H0052,H0051,1,B1,C,1,C,human,0,0.229614,,0.02617801047,0.229614,P16,B,B5
P16B_T12,S141,H0051,cp,3,-1,4,5,4,5,P16B,12,completed,H0052,H0051,1,B1,C,1,C,human,0,0.229614,,0.02617801047,0.229614,P16,B,B5
P16B_T13,S282,H0052,ego,3,0,5,5,,,P16B,13,completed,H0052,H0051,1,B4,A,1,A,av,0,0.220724,,0.03664921466,0.220724,P16,B,B5
P16B_T13,S282,H0051,cp,4,-1,4,4,4,5,P16B,13,completed,H0052,H0051,1,B4,A,1,A,av,0,0.220724,,0.03664921466,0.220724,P16,B,B5
P16B_T14,S429,H0052,ego,2,1,4,5,,,P16B,14,completed,H0052,H0051,1,A7,W,0,none,human,0,,0.520001,0,0.520001,P16,B,B5
P16B_T14,S429,H0051,cp,2,0,6,5,2,6,P16B,14,completed,H0052,H0051,1,A7,W,0,none,human,0,,0.520001,0,0.520001,P16,B,B5
P16B_T15,S673,H0052,ego,4,0,5,6,,,P16B,15,completed,H0052,H0051,1,A6,C,1,C,human,0,0.274817,,0.04188481675,0.274817,P16,B,B5
P16B_T15,S673,H0051,cp,3,-1,6,5,3,6,P16B,15,completed,H0052,H0051,1,A6,C,1,C,human,0,0.274817,,0.04188481675,0.274817,P16,B,B5
P16B_T16,S939,H0052,ego,2,-2,5,5,,,P16B,16,completed,H0052,H0051,1,C1,A,1,A,av,1,0.190884,,0.03664921466,0.190884,P16,B,B5
P16B_T16,S939,H0051,cp,3,-3,4,3,4,5,P16B,16,completed,H0052,H0051,1,C1,A,1,A,av,1,0.190884,,0.03664921466,0.190884,P16,B,B5
P16B_T17,S414,H0052,ego,3,-1,5,5,,,P16B,17,completed,H0052,H0051,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P16,B,B5
P16B_T17,S414,H0051,cp,2,-1,5,5,2,6,P16B,17,completed,H0052,H0051,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P16,B,B5
P17A_T03,S473,H0053,ego,1,1,4,4,,,P17A,3,completed,H0053,H0054,1,B3,A,1,A,av,0,0.241779,,0.04188481675,0.241779,P17,A,B4
P17A_T03,S473,H0054,cp,2,2,4,5,5,5,P17A,3,completed,H0053,H0054,1,B3,A,1,A,av,0,0.241779,,0.04188481675,0.241779,P17,A,B4
P17A_T04,S370,H0053,ego,1,-1,3,5,,,P17A,4,completed,H0053,H0054,1,B2,A,1,A,human,0,0.199428,,0.03141361257,0.199428,P17,A,B4
P17A_T04,S370,H0054,cp,2,0,4,4,4,5,P17A,4,completed,H0053,H0054,1,B2,A,1,A,human,0,0.199428,,0.03141361257,0.199428,P17,A,B4
P17A_T05,S481,H0053,ego,1,0,6,5,,,P17A,5,completed,H0053,H0054,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P17,A,B4
P17A_T05,S481,H0054,cp,3,1,6,5,3,5,P17A,5,completed,H0053,H0054,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P17,A,B4
P17A_T06,S502,H0053,ego,5,2,3,5,,,P17A,6,completed,H0053,H0054,1,A5,C,1,C,av,0,0.248194,,0.03141361257,0.248194,P17,A,B4
P17A_T06,S502,H0054,cp,5,0,6,5,3,5,P17A,6,completed,H0053,H0054,1,A5,C,1,C,av,0,0.248194,,0.03141361257,0.248194,P17,A,B4
P17A_T07,S613,H0053,ego,3,3,4,5,,,P17A,7,completed,H0053,H0054,1,A4,C,1,C,av,0,0.181298,,0.04188481675,0.181298,P17,A,B4
P17A_T07,S613,H0054,cp,2,3,4,5,3,5,P17A,7,completed,H0053,H0054,1,A4,C,1,C,av,0,0.181298,,0.04188481675,0.181298,P17,A,B4
P17A_T08,S766,H0053,ego,3,0,5,5,,,P17A,8,completed,H0053,H0054,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P17,A,B4
P17A_T08,S766,H0054,cp,2,-1,6,5,2,7,P17A,8,completed,H0053,H0054,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P17,A,B4
P17A_T09,S163,H0053,ego,2,0,3,4,,,P17A,9,completed,H0053,H0054,1,B2,A,1,A,av,0,0.200431,,0.03141361257,0.200431,P17,A,B4
P17A_T09,S163,H0054,cp,1,-2,4,3,5,6,P17A,9,completed,H0053,H0054,1,B2,A,1,A,av,0,0.200431,,0.03141361257,0.200431,P17,A,B4
P17A_T10,S938,H0053,ego,4,1,4,5,,,P17A,10,completed,H0053,H0054,1,A4,C,1,C,human,0,0.288205,,0.02617801047,0.288205,P17,A,B4
P17A_T10,S938,H0054,cp,1,2,5,5,3,6,P17A,10,completed,H0053,H0054,1,A4,C,1,C,human,0,0.288205,,0.02617801047,0.288205,P17,A,B4
P17A_T11,S250,H0053,ego,4,1,5,5,,,P17A,11,completed,H0053,H0054,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P17,A,B4
P17A_T11,S250,H0054,cp,3,-2,6,5,3,6,P17A,11,completed,H0053,H0054,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P17,A,B4
P17A_T12,S128,H0053,ego,3,0,5,5,,,P17A,12,completed,H0053,H0054,1,A3,C,1,C,human,0,0.192091,,0.03664921466,0.192091,P17,A,B4
P17A_T12,S128,H0054,cp,3,1,4,5,2,6,P17A,12,completed,H0053,H0054,1,A3,C,1,C,human,0,0.192091,,0.03664921466,0.192091,P17,A,B4
P17A_T13,S102,H0053,ego,5,0,5,5,,,P17A,13,completed,H0053,H0054,1,B3,A,1,A,human,0,0.24057,,0.04188481675,0.24057,P17,A,B4
P17A_T13,S102,H0054,cp,2,1,5,4,3,5,P17A,13,completed,H0053,H0054,1,B3,A,1,A,human,0,0.24057,,0.04188481675,0.24057,P17,A,B4
P17A_T14,S784,H0053,ego,3,1,5,5,,,P17A,14,completed,H0053,H0054,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P17,A,B4
P17A_T14,S784,H0054,cp,3,0,5,7,1,6,P17A,14,completed,H0053,H0054,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P17,A,B4
P17A_T15,S888,H0053,ego,2,0,4,5,,,P17A,15,completed,H0053,H0054,1,A5,C,1,C,human,0,0.203588,,0.04188481675,0.203588,P17,A,B4
P17A_T15,S888,H0054,cp,3,1,4,5,4,6,P17A,15,completed,H0053,H0054,1,A5,C,1,C,human,0,0.203588,,0.04188481675,0.203588,P17,A,B4
P17A_T16,S857,H0053,ego,3,0,4,5,,,P17A,16,completed,H0053,H0054,1,A3,C,1,C,av,0,0.197803,,0.03664921466,0.197803,P17,A,B4
P17A_T16,S857,H0054,cp,3,0,4,5,1,6,P17A,16,completed,H0053,H0054,1,A3,C,1,C,av,0,0.197803,,0.03664921466,0.197803,P17,A,B4
P17A_T17,S692,H0053,ego,2,0,5,6,,,P17A,17,completed,H0053,H0054,1,A2,W,0,none,human,0,,0.520001,0,0.520001,P17,A,B4
P17A_T17,S692,H0054,cp,4,-1,5,6,3,6,P17A,17,completed,H0053,H0054,1,A2,W,0,none,human,0,,0.520001,0,0.520001,P17,A,B4
P17B_T03,S190,H0054,ego,3,1,4,5,,,P17B,3,completed,H0054,H0053,1,B1,C,1,C,av,0,0.196063,,0.02617801047,0.196063,P17,B,B0
P17B_T03,S190,H0053,cp,2,-2,4,5,3,6,P17B,3,completed,H0054,H0053,1,B1,C,1,C,av,0,0.196063,,0.02617801047,0.196063,P17,B,B0
P17B_T04,S222,H0054,ego,1,-1,4,4,,,P17B,4,completed,H0054,H0053,1,A6,C,1,C,human,0,0.188374,,0.02617801047,0.188374,P17,B,B0
P17B_T04,S222,H0053,cp,2,-1,4,4,3,5,P17B,4,completed,H0054,H0053,1,A6,C,1,C,human,0,0.188374,,0.02617801047,0.188374,P17,B,B0
P17B_T05,S984,H0054,ego,1,3,4,6,,,P17B,5,completed,H0054,H0053,1,C1,W,0,none,av,0,,0.520001,0,0.520001,P17,B,B0
P17B_T05,S984,H0053,cp,1,0,5,5,2,6,P17B,5,completed,H0054,H0053,1,C1,W,0,none,av,0,,0.520001,0,0.520001,P17,B,B0
