trial_id,segment_id,subject_id,seat,q1_rev,q2_yield_bipolar,q3,q4,q5_cost_cp,q5b,session_id,order_index,status,subject_ego_id,subject_cp_id,included_in_reference_analysis,scenario_id,class,flagged,side,arm,alt27,exceed_peak_rad,inside_margin_min_rad,flag_frac,boundary_margin_rad,pair_id,session_order,block_id
P09A_T15,S389,H0038,cp,1,0,5,5,3,6,P09A,15,completed,H0037,H0038,1,C3,C,1,C,human,0,0.327164,,0.04188481675,0.327164,P09,A,B2
P09A_T16,S338,H0037,ego,3,1,5,6,,,P09A,16,completed,H0037,H0038,1,C2,C,1,C,av,0,0.29345,,0.03664921466,0.29345,P09,A,B2
P09A_T16,S338,H0038,cp,1,-1,4,5,3,6,P09A,16,completed,H0037,H0038,1,C2,C,1,C,av,0,0.29345,,0.03664921466,0.29345,P09,A,B2
P09A_T17,S291,H0037,ego,1,0,6,5,,,P09A,17,completed,H0037,H0038,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P09,A,B2
P09A_T17,S291,H0038,cp,1,0,6,6,2,5,P09A,17,completed,H0037,H0038,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P09,A,B2
P09B_T03,S370,H0038,ego,1,0,5,6,,,P09B,3,completed,H0038,H0037,1,B2,A,1,A,human,0,0.199428,,0.03141361257,0.199428,P09,B,B4
P09B_T03,S370,H0037,cp,1,1,4,5,6,6,P09B,3,completed,H0038,H0037,1,B2,A,1,A,human,0,0.199428,,0.03141361257,0.199428,P09,B,B4
P09B_T04,S128,H0038,ego,1,0,5,5,,,P09B,4,completed,H0038,H0037,1,A3,C,1,C,human,0,0.192091,,0.03664921466,0.192091,P09,B,B4
P09B_T04,S128,H0037,cp,1,1,5,6,2,5,P09B,4,completed,H0038,H0037,1,A3,C,1,C,human,0,0.192091,,0.03664921466,0.192091,P09,B,B4
P09B_T05,S766,H0038,ego,1,-1,6,5,,,P09B,5,completed,H0038,H0037,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P09,B,B4
P09B_T05,S766,H0037,cp,2,2,5,6,2,5,P09B,5,completed,H0038,H0037,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P09,B,B4
P09B_T06,S613,H0038,ego,1,3,5,5,,,P09B,6,completed,H0038,H0037,1,A4,C,1,C,av,0,0.181298,,0.04188481675,0.181298,P09,B,B4
P09B_T06,S613,H0037,cp,3,1,4,5,4,6,P09B,6,completed,H0038,H0037,1,A4,C,1,C,av,0,0.181298,,0.04188481675,0.181298,P09,B,B4
P09B_T07,S163,H0038,ego,1,-2,3,4,,,P09B,7,completed,H0038,H0037,1,B2,A,1,A,av,0,0.200431,,0.03141361257,0.200431,P09,B,B4
P09B_T07,S163,H0037,cp,2,-3,5,4,4,5,P09B,7,completed,H0038,H0037,1,B2,A,1,A,av,0,0.200431,,0.03141361257,0.200431,P09,B,B4
P09B_T08,S784,H0038,ego,2,1,5,5,,,P09B,8,completed,H0038,H0037,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P09,B,B4
P09B_T08,S784,H0037,cp,2,0,5,5,2,5,P09B,8,completed,H0038,H0037,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P09,B,B4
P09B_T09,S473,H0038,ego,3,2,5,4,,,P09B,9,completed,H0038,H0037,1,B3,A,1,A,av,0,0.241779,,0.04188481675,0.241779,P09,B,B4
P09B_T09,S473,H0037,cp,3,1,5,5,4,6,P09B,9,completed,H0038,H0037,1,B3,A,1,A,av,0,0.241779,,0.04188481675,0.241779,P09,B,B4
P09B_T10,S938,H0038,ego,2,-2,5,5,,,P09B,10,completed,H0038,H0037,1,A4,C,1,C,human,0,0.288205,,0.02617801047,0.288205,P09,B,B4
P09B_T10,S938,H0037,cp,3,-2,6,5,3,5,P09B,10,completed,H0038,H0037,1,A4,C,1,C,human,0,0.288205,,0.02617801047,0.288205,P09,B,B4
P09B_T11,S692,H0038,ego,1,0,5,5,,,P09B,11,completed,H0038,H0037,1,A2,W,0,none,human,0,,0.520001,0,0.520001,P09,B,B4
P09B_T11,S692,H0037,cp,1,-1,6,6,3,6,P09B,11,completed,H0038,H0037,1,A2,W,0,none,human,0,,0.520001,0,0.520001,P09,B,B4
P09B_T12,S888,H0038,ego,1,0,6,5,,,P09B,12,completed,H0038,H0037,1,A5,C,1,C,human,0,0.203588,,0.04188481675,0.203588,P09,B,B4
P09B_T12,S888,H0037,cp,2,0,3,4,4,6,P09B,12,completed,H0038,H0037,1,A5,C,1,C,human,0,0.203588,,0.04188481675,0.203588,P09,B,B4
P09B_T13,S857,H0038,ego,2,0,6,5,,,P09B,13,completed,H0038,H0037,1,A3,C,1,C,av,0,0.197803,,0.03664921466,0.197803,P09,B,B4
P09B_T13,S857,H0037,cp,3,-1,5,5,3,6,P09B,13,completed,H0038,H0037,1,A3,C,1,C,av,0,0.197803,,0.03664921466,0.197803,P09,B,B4
P09B_T14,S250,H0038,ego,2,1,4,6,,,P09B,14,completed,H0038,H0037,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P09,B,B4
P09B_T14,S250,H0037,cp,3,2,5,5,1,6,P09B,14,completed,H0038,H0037,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P09,B,B4
P09B_T15,S502,H0038,ego,4,1,5,5,,,P09B,15,completed,H0038,H0037,1,A5,C,1,C,av,0,0.248194,,0.03141361257,0.248194,P09,B,B4
P09B_T15,S502,H0037,cp,6,1,6,5,2,6,P09B,15,completed,H0038,H0037,1,A5,C,1,C,av,0,0.248194,,0.03141361257,0.248194,P09,B,B4
P09B_T16,S102,H0038,ego,1,-1,5,5,,,P09B,16,completed,H0038,H0037,1,B3,A,1,A,human,0,0.24057,,0.04188481675,0.24057,P09,B,B4
P09B_T16,S102,H0037,cp,1,-1,6,5,4,5,P09B,16,completed,H0038,H0037,1,B3,A,1,A,human,0,0.24057,,0.04188481675,0.24057,P09,B,B4
P09B_T17,S481,H0038,ego,1,1,5,4,,,P09B,17,completed,H0038,H0037,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P09,B,B4
P09B_T17,S481,H0037,cp,1,0,6,5,2,5,P09B,17,completed,H0038,H0037,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P09,B,B4
P10A_T03,S506,H0039,ego,1,1,5,4,,,P10A,3,completed,H0039,H0040,1,A7,A,1,A,av,0,0.247637,,0.03141361257,0.247637,P10,A,B3
P10A_T03,S506,H0040,cp,2,1,4,4,5,6,P10A,3,completed,H0039,H0040,1,A7,A,1,A,av,0,0.247637,,0.03141361257,0.247637,P10,A,B3
P10A_T04,S316,H0039,ego,2,0,4,5,,,P10A,4,completed,H0039,H0040,1,B1,A,1,A,human,0,0.23575,,0.03141361257,0.23575,P10,A,B3
P10A_T04,S316,H0040,cp,2,0,6,5,4,7,P10A,4,completed,H0039,H0040,1,B1,A,1,A,human,0,0.23575,,0.03141361257,0.23575,P10,A,B3
P10A_T05,S756,H0039,ego,1,1,6,5,,,P10A,5,completed,H0039,H0040,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P10,A,B3
P10A_T05,S756,H0040,cp,1,1,4,5,2,5,P10A,5,completed,H0039,H0040,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P10,A,B3
P10A_T06,S494,H0039,ego,4,0,4,5,,,P10A,6,completed,H0039,H0040,1,C4,C,1,C,av,0,0.202911,,0.04188481675,0.202911,P10,A,B3
P10A_T06,S494,H0040,cp,4,0,5,5,4,6,P10A,6,completed,H0039,H0040,1,C4,C,1,C,av,0,0.202911,,0.04188481675,0.202911,P10,A,B3
P10A_T07,S803,H0039,ego,3,0,3,4,,,P10A,7,completed,H0039,H0040,1,A2,C,1,C,av,0,0.30581,,0.02617801047,0.30581,P10,A,B3
P10A_T07,S803,H0040,cp,4,1,5,4,3,5,P10A,7,completed,H0039,H0040,1,A2,C,1,C,av,0,0.30581,,0.02617801047,0.30581,P10,A,B3
P10A_T08,S844,H0039,ego,3,0,6,6,,,P10A,8,completed,H0039,H0040,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P10,A,B3
P10A_T08,S844,H0040,cp,4,2,5,5,2,6,P10A,8,completed,H0039,H0040,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P10,A,B3
P10A_T09,S751,H0039,ego,2,3,5,6,,,P10A,9,completed,H0039,H0040,1,A2,C,1,C,human,0,0.332559,,0.02617801047,0.332559,P10,A,B3
P10A_T09,S751,H0040,cp,3,1,5,5,2,5,P10A,9,completed,H0039,H0040,1,A2,C,1,C,human,0,0.332559,,0.02617801047,0.332559,P10,A,B3
P10A_T10,S725,H0039,ego,3,0,4,5,,,P10A,10,completed,H0039,H0040,1,A1,C,1,C,av,0,0.163828,,0.02617801047,0.163828,P10,A,B3
P10A_T10,S725,H0040,cp,4,0,5,6,3,6,P10A,10,completed,H0039,H0040,1,A1,C,1,C,av,0,0.163828,,0.02617801047,0.163828,P10,A,B3
P10A_T11,S975,H0039,ego,3,-2,5,4,,,P10A,11,completed,H0039,H0040,1,C1,W,0,none,human,0,,0.520001,0,0.520001,P10,A,B3
P10A_T11,S975,H0040,cp,3,0,5,5,2,6,P10A,11,completed,H0039,H0040,1,C1,W,0,none,human,0,,0.520001,0,0.520001,P10,A,B3
P10A_T12,S848,H0039,ego,4,1,4,5,,,P10A,12,completed,H0039,H0040,1,A1,C,1,C,human,0,0.303291,,0.03664921466,0.303291,P10,A,B3
P10A_T12,S848,H0040,cp,3,1,5,5,4,6,P10A,12,completed,H0039,H0040,1,A1,C,1,C,human,0,0.303291,,0.03664921466,0.303291,P10,A,B3
P10A_T13,S775,H0039,ego,1,1,4,4,,,P10A,13,completed,H0039,H0040,1,A7,A,1,A,human,0,0.246399,,0.03141361257,0.246399,P10,A,B3
P10A_T13,S775,H0040,cp,3,2,4,4,4,5,P10A,13,completed,H0039,H0040,1,A7,A,1,A,human,0,0.246399,,0.03141361257,0.246399,P10,A,B3
P10A_T14,S281,H0039,ego,4,1,6,7,,,P10A,14,completed,H0039,H0040,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P10,A,B3
P10A_T14,S281,H0040,cp,4,1,5,6,2,6,P10A,14,completed,H0039,H0040,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P10,A,B3
P10A_T15,S447,H0039,ego,4,0,6,5,,,P10A,15,completed,H0039,H0040,1,C4,C,1,C,human,0,0.33976,,0.03141361257,0.33976,P10,A,B3
P10A_T15,S447,H0040,cp,5,2,5,4,4,6,P10A,15,completed,H0039,H0040,1,C4,C,1,C,human,0,0.33976,,0.03141361257,0.33976,P10,A,B3
P10A_T16,S454,H0039,ego,2,-1,5,4,,,P10A,16,completed,H0039,H0040,1,B1,A,1,A,av,0,0.236934,,0.03141361257,0.236934,P10,A,B3
P10A_T16,S454,H0040,cp,2,0,4,4,5,5,P10A,16,completed,H0039,H0040,1,B1,A,1,A,av,0,0.236934,,0.03141361257,0.236934,P10,A,B3
P10A_T17,S830,H0039,ego,2,0,6,6,,,P10A,17,completed,H0039,H0040,1,B3,W,0,none,av,0,,0.520001,0,0.520001,P10,A,B3
P10A_T17,S830,H0040,cp,4,-3,6,4,3,6,P10A,17,completed,H0039,H0040,1,B3,W,0,none,av,0,,0.520001,0,0.520001,P10,A,B3
P10B_T03,S141,H0040,ego,3,-1,4,5,,,P10B,3,completed,H0040,H0039,1,B1,C,1,C,human,0,0.229614,,0.02617801047,0.229614,P10,B,B5
P10B_T03,S141,H0039,cp,2,-1,4,4,2,6,P10B,3,completed,H0040,H0039,1,B1,C,1,C,human,0,0.229614,,0.02617801047,0.229614,P10,B,B5
P10B_T04,S311,H0040,ego,4,1,5,4,,,P10B,4,completed,H0040,H0039,1,A7,C,1,C,av,0,0.222657,,0.04188481675,0.222657,P10,B,B5
P10B_T04,S311,H0039,cp,1,2,5,6,4,5,P10B,4,completed,H0040,H0039,1,A7,C,1,C,av,0,0.222657,,0.04188481675,0.222657,P10,B,B5
P10B_T05,S123,H0040,ego,2,0,4,6,,,P10B,5,completed,H0040,H0039,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P10,B,B5
P10B_T05,S123,H0039,cp,1,2,4,5,1,5,P10B,5,completed,H0040,H0039,1,A5,W,0,none,av,0,,0.520001,0,0.520001,P10,B,B5
P10B_T06,S852,H0040,ego,4,1,5,5,,,P10B,6,completed,H0040,H0039,1,A6,C,1,C,av,0,0.18841,,0.02617801047,0.18841,P10,B,B5
P10B_T06,S852,H0039,cp,4,-1,4,5,2,6,P10B,6,completed,H0040,H0039,1,A6,C,1,C,av,0,0.18841,,0.02617801047,0.18841,P10,B,B5
P10B_T07,S172,H0040,ego,3,0,5,5,,,P10B,7,completed,H0040,H0039,1,B4,A,1,A,human,0,0.219621,,0.03664921466,0.219621,P10,B,B5
P10B_T07,S172,H0039,cp,5,-1,4,4,5,6,P10B,7,completed,H0040,H0039,1,B4,A,1,A,human,0,0.219621,,0.03664921466,0.219621,P10,B,B5
P10B_T08,S823,H0040,ego,3,0,4,5,,,P10B,8,completed,H0040,H0039,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P10,B,B5
P10B_T08,S823,H0039,cp,1,-1,4,5,2,6,P10B,8,completed,H0040,H0039,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P10,B,B5
P10B_T09,S939,H0040,ego,3,0,4,4,,,P10B,9,completed,H0040,H0039,1,C1,A,1,A,av,1,0.190884,,0.03664921466,0.190884,P10,B,B5
P10B_T09,S939,H0039,cp,3,-1,3,4,4,5,P10B,9,completed,H0040,H0039,1,C1,A,1,A,av,1,0.190884,,0.03664921466,0.190884,P10,B,B5
P10B_T10,S673,H0040,ego,5,-3,6,5,,,P10B,10,completed,H0040,H0039,1,A6,C,1,C,human,0,0.274817,,0.04188481675,0.274817,P10,B,B5
P10B_T10,S673,H0039,cp,3,0,4,6,3,6,P10B,10,completed,H0040,H0039,1,A6,C,1,C,human,0,0.274817,,0.04188481675,0.274817,P10,B,B5
P10B_T11,S429,H0040,ego,1,1,5,4,,,P10B,11,completed,H0040,H0039,1,A7,W,0,none,human,0,,0.520001,0,0.520001,P10,B,B5
P10B_T11,S429,H0039,cp,1,2,5,6,2,6,P10B,11,completed,H0040,H0039,1,A7,W,0,none,human,0,,0.520001,0,0.520001,P10,B,B5
P10B_T12,S824,H0040,ego,3,1,4,5,,,P10B,12,completed,H0040,H0039,1,B1,C,1,C,av,0,0.335833,,0.03664921466,0.335833,P10,B,B5
P10B_T12,S824,H0039,cp,4,1,5,5,3,6,P10B,12,completed,H0040,H0039,1,B1,C,1,C,av,0,0.335833,,0.03664921466,0.335833,P10,B,B5
P10B_T13,S282,H0040,ego,3,-2,6,4,,,P10B,13,completed,H0040,H0039,1,B4,A,1,A,av,0,0.220724,,0.03664921466,0.220724,P10,B,B5
P10B_T13,S282,H0039,cp,3,0,6,4,4,6,P10B,13,completed,H0040,H0039,1,B4,A,1,A,av,0,0.220724,,0.03664921466,0.220724,P10,B,B5
P10B_T14,S912,H0040,ego,2,0,6,7,,,P10B,14,completed,H0040,H0039,1,A6,W,0,none,av,0,,0.520001,0,0.520001,P10,B,B5
P10B_T14,S912,H0039,cp,5,-1,6,6,3,5,P10B,14,completed,H0040,H0039,1,A6,W,0,none,av,0,,0.520001,0,0.520001,P10,B,B5
P10B_T15,S706,H0040,ego,2,0,6,4,,,P10B,15,completed,H0040,H0039,1,C1,A,1,A,human,0,0.189929,,0.03664921466,0.189929,P10,B,B5
P10B_T15,S706,H0039,cp,3,-1,4,4,3,7,P10B,15,completed,H0040,H0039,1,C1,A,1,A,human,0,0.189929,,0.03664921466,0.189929,P10,B,B5
P10B_T16,S339,H0040,ego,1,0,6,5,,,P10B,16,completed,H0040,H0039,1,A7,C,1,C,human,0,0.231365,,0.02617801047,0.231365,P10,B,B5
P10B_T16,S339,H0039,cp,1,2,7,6,4,6,P10B,16,completed,H0040,H0039,1,A7,C,1,C,human,0,0.231365,,0.02617801047,0.231365,P10,B,B5
P10B_T17,S414,H0040,ego,4,0,5,6,,,P10B,17,completed,H0040,H0039,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P10,B,B5
P10B_T17,S414,H0039,cp,2,1,5,6,3,6,P10B,17,completed,H0040,H0039,1,A5,W,0,none,human,0,,0.520001,0,0.520001,P10,B,B5
P11A_T03,S613,H0041,ego,3,1,5,5,,,P11A,3,completed,H0041,H0042,1,A4,C,1,C,av,0,0.181298,,0.04188481675,0.181298,P11,A,B4
P11A_T03,S613,H0042,cp,4,1,4,6,4,6,P11A,3,completed,H0041,H0042,1,A4,C,1,C,av,0,0.181298,,0.04188481675,0.181298,P11,A,B4
P11A_T04,S102,H0041,ego,4,0,4,5,,,P11A,4,completed,H0041,H0042,1,B3,A,1,A,human,0,0.24057,,0.04188481675,0.24057,P11,A,B4
P11A_T04,S102,H0042,cp,3,0,5,3,4,5,P11A,4,completed,H0041,H0042,1,B3,A,1,A,human,0,0.24057,,0.04188481675,0.24057,P11,A,B4
P11A_T05,S481,H0041,ego,1,-1,6,4,,,P11A,5,completed,H0041,H0042,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P11,A,B4
P11A_T05,S481,H0042,cp,3,1,6,6,2,6,P11A,5,completed,H0041,H0042,1,A1,W,0,none,human,0,,0.520001,0,0.520001,P11,A,B4
P11A_T06,S370,H0041,ego,2,-1,4,5,,,P11A,6,completed,H0041,H0042,1,B2,A,1,A,human,0,0.199428,,0.03141361257,0.199428,P11,A,B4
P11A_T06,S370,H0042,cp,3,1,4,5,4,6,P11A,6,completed,H0041,H0042,1,B2,A,1,A,human,0,0.199428,,0.03141361257,0.199428,P11,A,B4
P11A_T07,S502,H0041,ego,6,1,5,5,,,P11A,7,completed,H0041,H0042,1,A5,C,1,C,av,0,0.248194,,0.03141361257,0.248194,P11,A,B4
P11A_T07,S502,H0042,cp,4,1,6,5,3,6,P11A,7,completed,H0041,H0042,1,A5,C,1,C,av,0,0.248194,,0.03141361257,0.248194,P11,A,B4
P11A_T08,S784,H0041,ego,2,1,5,6,,,P11A,8,completed,H0041,H0042,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P11,A,B4
P11A_T08,S784,H0042,cp,4,0,5,4,2,5,P11A,8,completed,H0041,H0042,1,C4,W,0,none,human,0,,0.520001,0,0.520001,P11,A,B4
P11A_T09,S473,H0041,ego,2,0,6,6,,,P11A,9,completed,H0041,H0042,1,B3,A,1,A,av,0,0.241779,,0.04188481675,0.241779,P11,A,B4
P11A_T09,S473,H0042,cp,2,-1,4,4,4,6,P11A,9,completed,H0041,H0042,1,B3,A,1,A,av,0,0.241779,,0.04188481675,0.241779,P11,A,B4
P11A_T10,S938,H0041,ego,4,0,4,5,,,P11A,10,completed,H0041,H0042,1,A4,C,1,C,human,0,0.288205,,0.02617801047,0.288205,P11,A,B4
P11A_T10,S938,H0042,cp,4,0,7,5,3,6,P11A,10,completed,H0041,H0042,1,A4,C,1,C,human,0,0.288205,,0.02617801047,0.288205,P11,A,B4
P11A_T11,S250,H0041,ego,3,1,5,4,,,P11A,11,completed,H0041,H0042,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P11,A,B4
P11A_T11,S250,H0042,cp,3,0,5,5,1,6,P11A,11,completed,H0041,H0042,1,C4,W,0,none,av,0,,0.520001,0,0.520001,P11,A,B4
P11A_T12,S128,H0041,ego,3,1,4,5,,,P11A,12,completed,H0041,H0042,1,A3,C,1,C,human,0,0.192091,,0.03664921466,0.192091,P11,A,B4
P11A_T12,S128,H0042,cp,4,1,6,7,3,6,P11A,12,completed,H0041,H0042,1,A3,C,1,C,human,0,0.192091,,0.03664921466,0.192091,P11,A,B4
P11A_T13,S163,H0041,ego,4,-1,3,5,,,P11A,13,completed,H0041,H0042,1,B2,A,1,A,av,0,0.200431,,0.03141361257,0.200431,P11,A,B4
P11A_T13,S163,H0042,cp,2,0,5,4,4,6,P11A,13,completed,H0041,H0042,1,B2,A,1,A,av,0,0.200431,,0.03141361257,0.200431,P11,A,B4
P11A_T14,S766,H0041,ego,2,-1,6,6,,,P11A,14,completed,H0041,H0042,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P11,A,B4
P11A_T14,S766,H0042,cp,3,0,5,5,3,5,P11A,14,completed,H0041,H0042,1,A1,W,0,none,av,0,,0.520001,0,0.520001,P11,A,B4
P11A_T15,S888,H0041,ego,3,2,4,5,,,P11A,15,completed,H0041,H0042,1,A5,C,1,C,human,0,0.203588,,0.04188481675,0.203588,P11,A,B4
P11A_T15,S888,H0042,cp,4,1,5,5,2,6,P11A,15,completed,H0041,H0042,1,A5,C,1,C,human,0,0.203588,,0.04188481675,0.203588,P11,A,B4
P11A_T16,S857,H0041,ego,4,0,6,5,,,P11A,16,completed,H0041,H0042,1,A3,C,1,C,av,0,0.197803,,0.03664921466,0.197803,P11,A,B4
P11A_T16,S857,H0042,cp,4,0,4,4,3,5,P11A,16,completed,H0041,H0042,1,A3,C,1,C,av,0,0.197803,,0.03664921466,0.197803,P11,A,B4
P11A_T17,S692,H0041,ego,3,0,4,5,,,P11A,17,completed,H0041,H0042,1,A2,W,0,none,human,0,,0.520001,0,0.520001,P11,A,B4
P11A_T17,S692,H0042,cp,2,0,6,5,2,5,P11A,17,completed,H0041,H0042,1,A2,W,0,none,human,0,,0.520001,0,0.520001,P11,A,B4
P11B_T03,S229,H0042,ego,3,-1,5,5,,,P11B,3,completed,H0042,H0041,1,A2,A,1,A,av,0,0.299103,,0.03141361257,0.299103,P11,B,B0
P11B_T03,S229,H0041,cp,5,-1,2,4,3,6,P11B,3,completed,H0042,H0041,1,A2,A,1,A,av,0,0.299103,,0.03141361257,0.299103,P11,B,B0
P11B_T04,S222,H0042,ego,3,-2,6,5,,,P11B,4,completed,H0042,H0041,1,A6,C,1,C,human,0,0.188374,,0.02617801047,0.188374,P11,B,B0
P11B_T04,S222,H0041,cp,3,-1,6,5,4,6,P11B,4,completed,H0042,H0041,1,A6,C,1,C,human,0,0.188374,,0.02617801047,0.188374,P11,B,B0
P11B_T05,S226,H0042,ego,3,2,5,6,,,P11B,5,completed,H0042,H0041,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P11,B,B0
P11B_T05,S226,H0041,cp,2,-1,6,5,3,6,P11B,5,completed,H0042,H0041,1,B3,W,0,none,human,0,,0.520001,0,0.520001,P11,B,B0
P11B_T06,S367,H0042,ego,3,1,5,4,,,P11B,6,completed,H0042,H0041,1,A1,A,1,A,human,0,0.298075,,0.03664921466,0.298075,P11,B,B0
P11B_T06,S367,H0041,cp,3,2,5,4,3,5,P11B,6,completed,H0042,H0041,1,A1,A,1,A,human,0,0.298075,,0.03664921466,0.298075,P11,B,B0
P11B_T07,S206,H0042,ego,5,0,4,5,,,P11B,7,completed,H0042,H0041,1,A7,C,1,C,human,0,0.22674,,0.04188481675,0.22674,P11,B,B0
P11B_T07,S206,H0041,cp,4,0,5,6,3,5,P11B,7,completed,H0042,H0041,1,A7,C,1,C,human,0,0.22674,,0.04188481675,0.22674,P11,B,B0
P11B_T08,S984,H0042,ego,1,0,6,5,,,P11B,8,completed,H0042,H0041,1,C1,W,0,none,av,0,,0.520001,0,0.520001,P11,B,B0
P11B_T08,S984,H0041,cp,2,-1,6,5,2,6,P11B,8,completed,H0042,H0041,1,C1,W,0,none,av,0,,0.520001,0,0.520001,P11,B,B0
P11B_T09,S966,H0042,ego,5,0,4,5,,,P11B,9,completed,H0042,H0041,1,A2,A,1,A,human,0,0.297608,,0.03141361257,0.297608,P11,B,B0
P11B_T09,S966,H0041,cp,6,-1,3,4,5,6,P11B,9,completed,H0042,H0041,1,A2,A,1,A,human,0,0.297608,,0.03141361257,0.297608,P11,B,B0
P11B_T10,S190,H0042,ego,5,-1,6,6,,,P11B,10,completed,H0042,H0041,1,B1,C,1,C,av,0,0.196063,,0.02617801047,0.196063,P11,B,B0
P11B_T10,S190,H0041,cp,4,0,5,4,3,5,P11B,10,completed,H0042,H0041,1,B1,C,1,C,av,0,0.196063,,0.02617801047,0.196063,P11,B,B0
P11B_T11,S874,H0042,ego,5,-1,5,5,,,P11B,11,completed,H0042,H0041,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P11,B,B0
P11B_T11,S874,H0041,cp,3,0,4,5,1,5,P11B,11,completed,H0042,H0041,1,B4,W,0,none,av,0,,0.520001,0,0.520001,P11,B,B0
P11B_T12,S551,H0042,ego,3,1,4,5,,,P11B,12,completed,H0042,H0041,1,A6,C,1,C,av,1,0.245331,,0.03141361257,0.245331,P11,B,B0
P11B_T12,S551,H0041,cp,3,2,5,5,3,6,P11B,12,completed,H0042,H0041,1,A6,C,1,C,av,1,0.245331,,0.03141361257,0.245331,P11,B,B0
P11B_T13,S609,H0042,ego,3,0,5,5,,,P11B,13,completed,H0042,H0041,1,A1,A,1,A,av,1,0.299573,,0.03664921466,0.299573,P11,B,B0
P11B_T13,S609,H0041,cp,3,0,4,5,4,5,P11B,13,completed,H0042,H0041,1,A1,A,1,A,av,1,0.299573,,0.03664921466,0.299573,P11,B,B0
P11B_T14,S240,H0042,ego,2,-1,7,5,,,P11B,14,completed,H0042,H0041,1,B3,W,0,none,av,1,,0.520001,0,0.520001,P11,B,B0
P11B_T14,S240,H0041,cp,4,0,4,5,2,6,P11B,14,completed,H0042,H0041,1,B3,W,0,none,av,1,,0.520001,0,0.520001,P11,B,B0
P11B_T15,S136,H0042,ego,3,1,4,5,,,P11B,15,completed,H0042,H0041,1,B1,C,1,C,human,0,0.161874,,0.04188481675,0.161874,P11,B,B0
P11B_T15,S136,H0041,cp,3,0,4,5,3,5,P11B,15,completed,H0042,H0041,1,B1,C,1,C,human,0,0.161874,,0.04188481675,0.161874,P11,B,B0
P11B_T16,S699,H0042,ego,3,-1,5,4,,,P11B,16,completed,H0042,H0041,1,A7,C,1,C,av,0,0.240817,,0.03664921466,0.240817,P11,B,B0
P11B_T16,S699,H0041,cp,5,-1,6,4,3,5,P11B,16,completed,H0042,H0041,1,A7,C,1,C,av,0,0.240817,,0.03664921466,0.240817,P11,B,B0
P11B_T17,S578,H0042,ego,3,-1,6,6,,,P11B,17,completed,H0042,H0041,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P11,B,B0
P11B_T17,S578,H0041,cp,4,-1,5,5,2,6,P11B,17,completed,H0042,H0041,1,B4,W,0,none,human,0,,0.520001,0,0.520001,P11,B,B0
P12A_T03,S282,H0043,ego,3,-1,6,4,,,P12A,3,completed,H0043,H0044,1,B4,A,1,A,av,0,0.220724,,0.03664921466,0.220724,P12,A,B5
P12A_T03,S282,H0044,cp,4,0,4,4,4,6,P12A,3,completed,H0043,H0044,1,B4,A,1,A,av,0,0.220724,,0.03664921466,0.220724,P12,A,B5
P12A_T04,S706,H0043,ego,5,0,4,5,,,P12A,4,completed,H0043,H0044,1,C1,A,1,A,human,0,0.189929,,0.03664921466,0.189929,P12,A,B5
P12A_T04,S706,H0044,cp,3,0,4,3,5,6,P12A,4,completed,H0043,H0044,1,C1,A,1,A,human,0,0.189929,,0.03664921466,0.189929,P12,A,B5
P12A_T05,S823,H0043,ego,3,1,5,6,,,P12A,5,completed,H0043,H0044,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P12,A,B5
P12A_T05,S823,H0044,cp,3,-3,4,4,3,6,P12A,5,completed,H0043,H0044,1,A6,W,0,none,human,0,,0.520001,0,0.520001,P12,A,B5
P12A_T06,S311,H0043,ego,5,2,4,5,,,P12A,6,completed,H0043,H0044,1,A7,C,1,C,av,0,0.222657,,0.04188481675,0.222657,P12,A,B5
P12A_T06,S311,H0044,cp,2,0,3,5,2,6,P12A,6,completed,H0043,H0044,1,A7,C,1,C,av,0,0.222657,,0.04188481675,0.222657,P12,A,B5
