pair_id,subject_id,seat,metric,contrast,difference
P03,H0026,cp,q5b,A-W,-0.25
P04,H0027,cp,q5b,A-W,-0.05
P04,H0028,cp,q5b,A-W,0.65
P05,H0029,cp,q5b,A-W,-0.75
P05,H0030,cp,q5b,A-W,-0.35
P06,H0031,cp,q5b,A-W,0.1
P06,H0032,cp,q5b,A-W,-0.15
P07,H0033,cp,q5b,A-W,-0.6
P07,H0034,cp,q5b,A-W,0.55
P08,H0035,cp,q5b,A-W,0.3
P08,H0036,cp,q5b,A-W,-0.15
P09,H0037,cp,q5b,A-W,0.1
P09,H0038,cp,q5b,A-W,0.35
P10,H0039,cp,q5b,A-W,0.4
P10,H0040,cp,q5b,A-W,-0.05
P11,H0041,cp,q5b,A-W,-0.3
P11,H0042,cp,q5b,A-W,0.35
P12,H0043,cp,q5b,A-W,0.1
P12,H0044,cp,q5b,A-W,0.35
P13,H0045,cp,q5b,A-W,-0.5
P13,H0046,cp,q5b,A-W,-0.15
P14,H0047,cp,q5b,A-W,0.55
P14,H0048,cp,q5b,A-W,-0.2
P15,H0049,cp,q5b,A-W,-0.3
P15,H0050,cp,q5b,A-W,0.3
P16,H0051,cp,q5b,A-W,-0.3
P16,H0052,cp,q5b,A-W,0.4
P17,H0053,cp,q5b,A-W,-0.35
P17,H0054,cp,q5b,A-W,-0.75
P18,H0055,cp,q5b,A-W,0.2
P18,H0056,cp,q5b,A-W,-0.25
P19,H0057,cp,q5b,A-W,0.1
P19,H0058,cp,q5b,A-W,0.6
P20,H0059,cp,q5b,A-W,0.8
P20,H0060,cp,q5b,A-W,0.05
P01,H0021,cp,q5b,C-W,-0.1
P01,H0022,cp,q5b,C-W,0.8
P02,H0023,cp,q5b,C-W,-0.4666666667
P02,H0024,cp,q5b,C-W,0.9333333333
P03,H0025,cp,q5b,C-W,0.6666666667
P03,H0026,cp,q5b,C-W,-0.08333333333
P04,H0027,cp,q5b,C-W,-0.8
P04,H0028,cp,q5b,C-W,0.2333333333
P05,H0029,cp,q5b,C-W,-0.3333333333
P05,H0030,cp,q5b,C-W,-0.2666666667
P06,H0031,cp,q5b,C-W,0.4333333333
P06,H0032,cp,q5b,C-W,-0.2333333333
P07,H0033,cp,q5b,C-W,0.06666666667
P07,H0034,cp,q5b,C-W,0.6333333333
P08,H0035,cp,q5b,C-W,0.3
P08,H0036,cp,q5b,C-W,0.2666666667
P09,H0037,cp,q5b,C-W,0.2666666667
P09,H0038,cp,q5b,C-W,0.1
P10,H0039,cp,q5b,C-W,0.2333333333
P10,H0040,cp,q5b,C-W,-0.1333333333
P11,H0041,cp,q5b,C-W,-0.4666666667
P11,H0042,cp,q5b,C-W,0.4333333333
P12,H0043,cp,q5b,C-W,0.1
P12,H0044,cp,q5b,C-W,0.2
P13,H0045,cp,q5b,C-W,-0.5
P13,H0046,cp,q5b,C-W,0.4333333333
P14,H0047,cp,q5b,C-W,0.6333333333
P14,H0048,cp,q5b,C-W,0.4666666667
P15,H0049,cp,q5b,C-W,-0.4666666667
P15,H0050,cp,q5b,C-W,0.3
P16,H0051,cp,q5b,C-W,-0.3
P16,H0052,cp,q5b,C-W,0.06666666667
P17,H0053,cp,q5b,C-W,0.06666666667
P17,H0054,cp,q5b,C-W,-0.3333333333
P18,H0055,cp,q5b,C-W,0.03333333333
P18,H0056,cp,q5b,C-W,-0.5
P19,H0057,cp,q5b,C-W,0.1
P19,H0058,cp,q5b,C-W,0.1
P20,H0059,cp,q5b,C-W,0.3
P20,H0060,cp,q5b,C-W,0.4666666667
P01,H0021,cp,q5b,A-C,0.25
P01,H0022,cp,q5b,A-C,-0.25
P02,H0023,cp,q5b,A-C,0.1666666667
P02,H0024,cp,q5b,A-C,-1.333333333
P03,H0025,cp,q5b,A-C,-0.1666666667
P03,H0026,cp,q5b,A-C,-0.1666666667
P04,H0027,cp,q5b,A-C,0.75
P04,H0028,cp,q5b,A-C,0.4166666667
P05,H0029,cp,q5b,A-C,-0.4166666667
P05,H0030,cp,q5b,A-C,-0.08333333333
P06,H0031,cp,q5b,A-C,-0.3333333333
P06,H0032,cp,q5b,A-C,0.08333333333
P07,H0033,cp,q5b,A-C,-0.6666666667
P07,H0034,cp,q5b,A-C,-0.08333333333
P08,H0035,cp,q5b,A-C,0
P08,H0036,cp,q5b,A-C,-0.4166666667
P09,H0037,cp,q5b,A-C,-0.1666666667
P09,H0038,cp,q5b,A-C,0.25
P10,H0039,cp,q5b,A-C,0.1666666667
P10,H0040,cp,q5b,A-C,0.08333333333
P11,H0041,cp,q5b,A-C,0.1666666667
P11,H0042,cp,q5b,A-C,-0.08333333333
P12,H0043,cp,q5b,A-C,0
P12,H0044,cp,q5b,A-C,0.15
P13,H0045,cp,q5b,A-C,0
P13,H0046,cp,q5b,A-C,-0.5833333333
P14,H0047,cp,q5b,A-C,-0.08333333333
P14,H0048,cp,q5b,A-C,-0.6666666667
P15,H0049,cp,q5b,A-C,0.1666666667
P15,H0050,cp,q5b,A-C,0
P16,H0051,cp,q5b,A-C,0
P16,H0052,cp,q5b,A-C,0.3333333333
P17,H0053,cp,q5b,A-C,-0.4166666667
P17,H0054,cp,q5b,A-C,-0.4166666667
P18,H0055,cp,q5b,A-C,0.1666666667
P18,H0056,cp,q5b,A-C,0.25
P19,H0057,cp,q5b,A-C,0
P19,H0058,cp,q5b,A-C,0.5
P20,H0059,cp,q5b,A-C,0.5
P20,H0060,cp,q5b,A-C,-0.4166666667
